node_index,node_id,node_type,node_name,node_source
29908,8303,disease,familial male-limited precocious puberty,MONDO
29945,1056,disease,gastric cancer,MONDO
29946,9824_13327_9823_2474,disease,primary hyperoxaluria,MONDO_grouped
29955,13276,disease,Reynolds syndrome,MONDO
29993,9348,disease,classic Hodgkin lymphoma,MONDO
30034,7759,disease,"hyperlipidemia, familial combined, LPL related",MONDO
30035,7079_2491_4938_2046_5367_5689_4456_5186,disease,substance abuse/dependence,MONDO_grouped
30039,11996,disease,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO
30073,9047,disease,cryptorchidism (disease),MONDO
30075,7243,disease,Burkitt lymphoma,MONDO
30093,9830,disease,parkinsonian-pyramidal syndrome,MONDO
30264,9519,disease,letterer-Siwe disease,MONDO
30276,9172,disease,enterocolitis (disease),MONDO
30317,9338,disease,hepatic veno-occlusive disease-immunodeficiency syndrome,MONDO
30324,11728,disease,blepharospasm,MONDO
30371,13517,disease,beta-thalassemia HBB/LCRB,MONDO
30373,8810,disease,familial apolipoprotein C-II deficiency,MONDO
30374,11751,disease,"COPD, severe early onset",MONDO
30382,20671,disease,obsolete susceptibility to ischemic stroke,MONDO
30447,11508,disease,"lymphoma, non-Hodgkin, familial",MONDO
30449,8599,disease,trigeminal neuralgia,MONDO
30459,8015,disease,motion sickness,MONDO
30471,12382_11153_9734,disease,"hyperinsulinemic hypoglycemia, familial",MONDO_grouped
30483,11776,disease,CINCA syndrome,MONDO
30486,8661,disease,vitiligo,MONDO
30491,7147,disease,obstructive sleep apnea syndrome,MONDO
30494,9693,disease,plasma cell myeloma,MONDO
30533,7706,disease,cavernous hemangiomas of face-supraumbilical midline raphe syndrome,MONDO
30602,8731,disease,familial adrenal hypoplasia with absent pituitary luteinizing hormone,MONDO
30612,10788,disease,Leber hereditary optic neuropathy,MONDO
30635,11744,disease,primary intraosseous venous malformation,MONDO
30654,4948_872_4963_20511_4947_814,disease,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped
30661,8345,disease,idiopathic pulmonary fibrosis,MONDO
30664,18544_10247,disease,X-linked adrenoleukodystrophy,MONDO_grouped
30669,10311,disease,Becker muscular dystrophy,MONDO
30715,10198,disease,Wernicke-Korsakoff syndrome,MONDO
30725,6292,disease,malignant mesothelioma (disease),MONDO
30739,8089,disease,"neutropenia, chronic familial",MONDO
30741,8638,disease,varicose disease,MONDO
30749,12004_15075_5034_5075_24622_6467,disease,thyroid gland carcinoma,MONDO_grouped
30773,9572,disease,autosomal recessive familial Mediterranean fever,MONDO
30800,32920,disease,juvenile arthritis due to defect in LACC1,MONDO
30813,9410,disease,Addison disease,MONDO
30816,9877,disease,Laron syndrome,MONDO
30820,11927,disease,tufted angioma (disease),MONDO
30826,23122,disease,familial prostate carcinoma,MONDO
30827,11962,disease,endometrial cancer,MONDO
30829,8815,disease,argininosuccinic aciduria,MONDO
30877,9100,disease,IDDM 1,MONDO
30892,9971,disease,newborn respiratory distress syndrome,MONDO
30905,9528,disease,chylomicron retention disease,MONDO
30937,7727,disease,autosomal dominant familial periodic fever,MONDO
30967,8612_13199_19341_1734,disease,tuberous sclerosis,MONDO_grouped
30990,9691_15821_45071,disease,mycosis fungoides and variants,MONDO_grouped
31008,15243,disease,allergic bronchopulmonary aspergillosis,MONDO
31033,11559_9469_19008,disease,benign recurrent intrahepatic cholestasis,MONDO_grouped
31072,9468,disease,pseudotumor cerebri,MONDO
31107,2974,disease,cervical cancer,MONDO
31116,8903,disease,lung cancer,MONDO
31122,8233,disease,phaeochromocytoma,MONDO
31137,9394,disease,juvenile Paget disease,MONDO
31144,7193_5388_13079_13080_13636_13637,disease,primary biliary cholangitis,MONDO_grouped
31176,10962_7758_14622_19272_6588_18865_17667_17673_17672_44663,disease,palmoplantar keratoderma,MONDO_grouped
31181,11486_12279_19950_20121_23595_18281,disease,muscular dystrophy,MONDO_grouped
31208,11393_17773_32766,disease,hypoalphalipoproteinemia,MONDO_grouped
31245,7739,disease,Huntington disease,MONDO
31283,7661,disease,Tourette syndrome,MONDO
31298,9797,disease,orotic aciduria,MONDO
31348,10096,disease,tardive dyskinesia (disease),MONDO
31380,7648_5017,disease,diffuse gastric adenocarcinoma,MONDO_grouped
31384,10526,disease,Fabry disease,MONDO
31395,10811,disease,benign prostatic hyperplasia (disease),MONDO
31396,10029,disease,situs inversus,MONDO
31408,10482,disease,X-linked parkinsonism-spasticity syndrome,MONDO
31477,8170,disease,ovarian cancer,MONDO
31481,2629,disease,bone osteosarcoma,MONDO
31487,7947,disease,Marfan syndrome,MONDO
31493,11986_4982_5003_6515_3232,disease,pancreatitis,MONDO_grouped
31501,10939,disease,low phospholipid associated cholelithiasis,MONDO
31502,10200,disease,Wilson disease,MONDO
31511,8558_19098,disease,autoimmune thrombocytopenic,MONDO_grouped
31523,7781,disease,"essential hypertension, genetic",MONDO
31524,11479,disease,postural orthostatic tachycardia syndrome,MONDO
31531,9421,disease,"hypogonadism, male",MONDO
31541,8948,disease,cerebrotendinous xanthomatosis,MONDO
31630,19154,disease,androgen insensitivity syndrome,MONDO
31650,9688_18325,disease,myasthenia gravis,MONDO_grouped
31714,9879,disease,short stature due to growth hormone qualitative anomaly,MONDO
31723,20108_16450_19532,disease,autoimmune hemolytic anemia,MONDO_grouped
31732,9718,disease,myxedema,MONDO
31745,7690,disease,aromatase excess syndrome,MONDO
31756,1187,disease,urinary bladder cancer,MONDO
31768,12481,disease,mevalonic aciduria,MONDO
31790,12672,disease,cholelithiasis,MONDO
31850,8420,disease,seborrheic keratosis,MONDO
31864,12104_19599_19193_20089_27767_19194,disease,lipodystrophy,MONDO_grouped
31883,8380_3075,disease,retinoblastoma,MONDO_grouped
31912,20643,disease,autism susceptibility 1,MONDO
31918,9861_19259_16366_19258,disease,phenylketonuria,MONDO_grouped
31971,7958_17896,disease,familial thyroid carcinoma,MONDO_grouped
32012,9934,disease,congenital alveolar capillary dysplasia,MONDO
32033,13600,disease,insomnia (disease),MONDO
32090,9114,disease,congenital sucrase-isomaltase deficiency,MONDO
32100,7064,disease,adenosine deaminase deficiency,MONDO
32132,8988_16603_15991,disease,citrullinemia,MONDO_grouped
32149,10679,disease,Duchenne muscular dystrophy,MONDO
32194,11578,disease,familial papillary thyroid carcinoma with renal papillary neoplasia,MONDO
32202,18088,disease,familial Mediterranean fever,MONDO
32213,100280,disease,Waldenstrom macroglobulinemia,MONDO
32214,18177,disease,glioblastoma (disease),MONDO
32217,19591_5152,disease,hypopituitarism,MONDO_grouped
32220,19139,disease,acquired hemophilia,MONDO
32222,15403_15404_18715_18716,disease,congenital hemangioma,MONDO_grouped
32227,19137,disease,non-24-hour sleep-wake syndrome,MONDO
32228,16453,disease,foodborne botulism,MONDO
32241,15317,disease,laryngotracheal angioma,MONDO
32249,19136,disease,Zygomycosis,MONDO
32256,17858,disease,acute erythroid leukemia,MONDO
32272,5048,disease,pancreatic insulin-producing neuroendocrine tumor,MONDO
32283,15803,disease,wound botulism,MONDO
32284,15804,disease,infant botulism,MONDO
32290,15806_15805,disease,intestinal botulism,MONDO_grouped
32293,19111,disease,familial thrombocytosis,MONDO
32296,18854,disease,acquired purpura fulminans,MONDO
32306,19371,disease,narcolepsy without cataplexy,MONDO
32307,19373,disease,desmoplastic small round cell tumor,MONDO
32325,11429_19433,disease,juvenile idiopathic arthritis,MONDO_grouped
32326,19028,disease,amoebiasis due to Entamoeba histolytica,MONDO
32337,13099,disease,"combined pituitary hormone deficiencies, genetic form",MONDO
32354,15787_15788,disease,symptomatic form of hemophilia in female carriers,MONDO_grouped
32363,15445,disease,autosomal dominant coarctation of aorta,MONDO
32384,19801_15128_43370,disease,adrenal insufficiency,MONDO_grouped
32392,18182,disease,bullous impetigo,MONDO
32393,18183_5970,disease,staphylococcal pneumonia,MONDO_grouped
32456,18168_19033_18167,disease,cutis verticis gyrata,MONDO_grouped
32468,1945,disease,postencephalitic Parkinson disease,MONDO
32469,16239,disease,cystinosis,MONDO
32473,16778,disease,iatrogenic botulism,MONDO
32483,15796,disease,acute lung injury,MONDO
32484,16777,disease,inhalational botulism,MONDO
32494,5526,disease,tetanus,MONDO
32495,17989,disease,His bundle tachycardia,MONDO
32503,5459,disease,human African trypanosomiasis,MONDO
32504,1444,disease,Chagas disease,MONDO
32518,18068,disease,trisomy 13,MONDO
32520,20547_13730,disease,graft versus host disease,MONDO_grouped
32524,5761,disease,filarial elephantiasis,MONDO
32531,18876_6430,disease,mantle cell lymphoma,MONDO_grouped
32537,18956,disease,idiopathic bronchiectasis,MONDO
32563,18048,disease,heparin-induced thrombocytopenia (disease),MONDO
32584,17337,disease,inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,MONDO
32589,5055,disease,Kaposi's sarcoma (disease),MONDO
32593,15484,disease,cysticercosis,MONDO
32598,15474,disease,cryptosporidiosis,MONDO
32601,5724,disease,cryptococcosis,MONDO
32617,3582,disease,hereditary breast ovarian cancer syndrome,MONDO
32619,18056_6572_16767_43923_16769_16770,disease,lichen planus,MONDO_grouped
32621,18055,disease,pediatric hepatocellular carcinoma,MONDO
32622,6468,disease,thyroid gland undifferentiated (anaplastic) carcinoma,MONDO
32623,15686,disease,primary peritoneal carcinoma (disease),MONDO
32626,15766,disease,cholera,MONDO
32629,15762_17290_18804,disease,familial intrahepatic cholestasis,MONDO_grouped
32631,15564,disease,Castleman disease,MONDO
32635,20466,disease,monosomy X,MONDO
32636,18271,disease,peripheral primitive neuroectodermal tumor,MONDO
32649,18059_5373,disease,meningococcal infection,MONDO_grouped
32651,5706,disease,coccidioidomycosis,MONDO
32664,16426,disease,fusariosis,MONDO
32680,19148,disease,Wolman disease,MONDO
32692,19434,disease,systemic-onset juvenile idiopathic arthritis,MONDO
32702,15599_4768_25431,disease,keratoconjunctivitis,MONDO_grouped
32710,16595,disease,inhalational anthrax,MONDO
32719,44331_16408_19858_18612_16410_15792_16409,disease,congenital hypothyroidism,MONDO_grouped
32729,5498,disease,botulism,MONDO
32734,16823,disease,mycetoma,MONDO
32740,18425,disease,Huntington disease-like syndrome due to C9ORF72 expansions,MONDO
32746,18229,disease,Stevens-Johnson syndrome,MONDO
32759,17636,disease,hemiparkinsonism-hemiatrophy syndrome,MONDO
32760,11514,disease,tricuspid atresia (disease),MONDO
32764,15908,disease,chromomycosis,MONDO
32778,16829,disease,familial visceral myopathy,MONDO
32815,19444,disease,Trichinellosis,MONDO
32823,5715,disease,congenital toxoplasmosis,MONDO
32827,19514,disease,hepatic veno-occlusive disease,MONDO
32829,19499,disease,Turner syndrome,MONDO
32834,20333,disease,aggressive systemic mastocytosis,MONDO
32844,5272,disease,refractory anemia,MONDO
32847,19933,disease,acromegaly,MONDO
32856,19565,disease,hereditary von Willebrand disease,MONDO
32875,19610,disease,Zollinger-Ellison syndrome,MONDO
32877,6952,disease,retinopathy of prematurity,MONDO
32879,15290_1440,disease,neurotrophic keratopathy,MONDO_grouped
32899,19614,disease,pituitary deficiency due to Rathke's pouch cysts,MONDO
32905,19618,disease,Sheehan syndrome,MONDO
32909,15277,disease,medullary thyroid gland carcinoma,MONDO
32918,19085,disease,vernal keratoconjunctivitis,MONDO
32924,19086,disease,carcinoma of esophagus,MONDO
32930,19543,disease,acquired aneurysmal subarachnoid hemorrhage,MONDO
32932,5683,disease,brucellosis,MONDO
32949,19633,disease,relapsing fever,MONDO
32950,19632,disease,Lyme disease,MONDO
32959,19186,disease,Q fever,MONDO
32967,19338,disease,sarcoidosis,MONDO
32974,18321,disease,atypical juvenile parkinsonism,MONDO
32990,19165_88_15791_15714,disease,precocious puberty,MONDO_grouped
32999,19345,disease,shigellosis,MONDO
33003,19402_16486,disease,beta thalassemia,MONDO_grouped
33027,19340,disease,scleroderma (disease),MONDO
33064,2303_6948_6951_2089_41093_1630_1633_2088,disease,retinal artery occlusion,MONDO_grouped
33068,13024,disease,chronic thromboembolic pulmonary hypertension,MONDO
33077,4952,disease,Hodgkins lymphoma,MONDO
33089,11934_23273,disease,dermatofibrosarcoma protuberans,MONDO_grouped
33104,100347,disease,carcinoid syndrome,MONDO
33115,11876_10826,disease,absence epilepsy,MONDO_grouped
33125,16022,disease,early myoclonic encephalopathy,MONDO
33127,12521,disease,herpes simplex encephalitis,MONDO
33128,5136,disease,malaria,MONDO
33151,6906,disease,pigmented villonodular synovitis,MONDO
33158,19004_24675,disease,kidney Wilms tumor,MONDO_grouped
33166,50,disease,isolated congenital growth hormone deficiency,MONDO
33188,5072,disease,neuroblastoma,MONDO
33193,19095,disease,plague,MONDO
33206,19122_5749_44972_15927_4806_17363,disease,eosinophilic pneumonia,MONDO_grouped
33210,19121,disease,pneumocystosis,MONDO
33216,5657_240,disease,aspergillosis,MONDO_grouped
33225,5100,disease,systemic sclerosis,MONDO
33228,19562,disease,localized scleroderma,MONDO
33229,5629,disease,Acanthamoeba keratitis,MONDO
33232,19032,disease,X-linked intellectual disability with isolated growth hormone deficiency,MONDO
33241,18466,disease,hereditary late onset Parkinson disease,MONDO
33249,18301,disease,interstitial cystitis,MONDO
33276,18734,disease,verrucous hemangioma,MONDO
33292,5823,disease,legionellosis,MONDO
33293,5124,disease,leprosy,MONDO
33294,18906,disease,follicular lymphoma,MONDO
33296,17895,disease,familial papillary or follicular thyroid carcinoma,MONDO
33297,5828,disease,listeriosis,MONDO
33299,18328,disease,homozygous familial hypercholesterolemia,MONDO
33314,5825,disease,leptospirosis,MONDO
33316,11989_5446,disease,leishmaniasis,MONDO_grouped
33324,16158,disease,narcolepsy-cataplexy syndrome,MONDO
33327,18883,disease,Berardinelli-Seip congenital lipodystrophy,MONDO
33329,6941,disease,rat-bite fever,MONDO
33332,18077,disease,tularemia,MONDO
33334,17776,disease,nocardiosis,MONDO
33341,16621,disease,juvenile Huntington disease,MONDO
33347,16468,disease,toxin-mediated infectious botulism,MONDO
33350,15892,disease,growth hormone insensitivity syndrome,MONDO
33352,16372,disease,glossopharyngeal neuralgia,MONDO
33358,18097,disease,West syndrome,MONDO
33385,19203,disease,acute interstitial pneumonia,MONDO
33398,19101,disease,retinal capillary malformation,MONDO
33400,19100,disease,neuromyelitis optica,MONDO
33410,15614_6565,disease,dermatitis herpetiformis,MONDO_grouped
33434,16487,disease,beta-thalassemia intermedia,MONDO
33437,11381,disease,dominant beta-thalassemia,MONDO
33440,18896_43768,disease,thrombocytopenic purpura,MONDO_grouped
33449,8742_18542_28226,disease,severe congenital neutropenia,MONDO_grouped
33450,18830,disease,Kimura disease,MONDO
33451,18556,disease,Lambert-Eaton myasthenic syndrome,MONDO
33452,18031,disease,granulomatous slack skin disease,MONDO
33453,18800,disease,Kallmann syndrome,MONDO
33459,18493,disease,malignant hyperthermia of anesthesia,MONDO
33464,4114,disease,urinary bladder small cell neuroendocrine carcinoma,MONDO
33474,5619,disease,typhoid fever,MONDO
33482,18408,disease,cystic echinococcosis,MONDO
33494,18824,disease,pyoderma gangrenosum,MONDO
33510,6372,disease,pituicytoma,MONDO
33512,5081,disease,preeclampsia,MONDO
33518,20479,disease,pituitary gigantism,MONDO
33520,5060_4510_3591,disease,liposarcoma,MONDO_grouped
33526,17256_17257,disease,idiopathic uveitis,MONDO_grouped
33534,19725,disease,pediatric systemic lupus erythematosus,MONDO
33542,19365,disease,scrub typhus,MONDO
33543,24472,disease,boutonneuse fever,MONDO
33555,19263,disease,autosomal erythropoietic protoporphyria,MONDO
33562,6500_3096_2323,disease,hemangioma,MONDO_grouped
33567,4577,disease,corneal ulcer,MONDO
33572,5485,disease,psychotic disorder,MONDO
33574,1836,disease,amenorrhea (disease),MONDO
33575,5015,disease,diabetes mellitus (disease),MONDO
33576,4126,disease,thyroiditis (disease),MONDO
33577,5044,disease,hypertensive disorder,MONDO
33585,6640,disease,adrenal gland hyperfunction,MONDO
33586,465,disease,atrioventricular block (disease),MONDO
33588,5246,disease,osteomyelitis (disease),MONDO
33589,1357_387,disease,hypochromic anemia,MONDO_grouped
33590,5571,disease,polycythemia (disease),MONDO
33591,19065,disease,amyloidosis (disease),MONDO
33593,11122,disease,obesity disorder,MONDO
33594,1673,disease,diarrheal disease,MONDO
33596,265,disease,aspiration pneumonia (disease),MONDO
33598,5098,disease,stroke disorder,MONDO
33601,5001_4966,disease,gastritis,MONDO_grouped
33602,945,disease,venous insufficiency (disease),MONDO
33603,2277,disease,arteriosclerosis disorder,MONDO
33605,5468,disease,hypotensive disorder,MONDO
33609,5178_6629_5416_6630_6631_6632,disease,osteoarthritis,MONDO_grouped
33611,1700,disease,megaloblastic anemia (disease),MONDO
33616,19280,disease,hypertrichosis (disease),MONDO
33618,4981,disease,atrial fibrillation (disease),MONDO
33621,4967,disease,acute lymphoblastic leukemia (disease),MONDO
33622,1245,disease,microcytic anemia,MONDO
33625,313,disease,hypophosphatemia (disease),MONDO
33626,5520,disease,rickets (disease),MONDO
33642,4986,disease,urinary bladder carcinoma,MONDO
33643,5086,disease,renal cell carcinoma (disease),MONDO
33645,4796,disease,infectious meningitis,MONDO
33649,6547,disease,exanthem (disease),MONDO
33651,6608_6609,disease,seborrheic dermatitis,MONDO_grouped
33653,5105_5012,disease,melanoma,MONDO_grouped
33654,20283_6651,disease,uveitis,MONDO_grouped
33656,1566,disease,hypercalcemia disease,MONDO
33657,5397,disease,goiter (disease),MONDO
33658,21187_11237_11470,disease,hyperlipidemia,MONDO_grouped
33659,2177,disease,hyperinsulinism (disease),MONDO
33666,5318,disease,canker sore,MONDO
33670,5025_6669,disease,endocarditis,MONDO_grouped
33675,4979,disease,asthma,MONDO
33677,2203,disease,constipation disorder,MONDO
33679,3019,disease,potassium deficiency disease,MONDO
33680,5133,disease,endometriosis (disease),MONDO
33683,5492,disease,urticaria (disease),MONDO
33688,5233,disease,non-small cell lung carcinoma (disease),MONDO
33695,5347,disease,hypertriglyceridemia (disease),MONDO
33699,5279,disease,pulmonary embolism (disease),MONDO
33703,11438,disease,acne (disease),MONDO
33705,3155,disease,cavernous hemangioma,MONDO
33707,5341_2529_2656_2939_2956_4091,disease,skin carcinoma,MONDO_grouped
33711,6573,disease,lipodystrophy (disease),MONDO
33714,1409,disease,esophagitis (disease),MONDO
33715,5212,disease,rhabdomyosarcoma (disease),MONDO
33770,2414,gene/protein,FRA7G,NCBI
33771,3137,gene/protein,HLA-J,NCBI
33772,3355,gene/protein,HTR1F,NCBI
33773,4538,gene/protein,ND4,NCBI
33774,6538,gene/protein,SLC6A11,NCBI
33775,8128,gene/protein,ST8SIA2,NCBI
33776,8490,gene/protein,RGS5,NCBI
33777,8605,gene/protein,PLA2G4C,NCBI
33778,8633,gene/protein,UNC5C,NCBI
33779,8843,gene/protein,HCAR3,NCBI
33780,9348,gene/protein,NDST3,NCBI
33781,9481,gene/protein,SLC25A27,NCBI
33782,10151,gene/protein,HNRNPA3P1,NCBI
33783,10279,gene/protein,PRSS16,NCBI
33784,22904,gene/protein,SBNO2,NCBI
33785,23114,gene/protein,NFASC,NCBI
33786,23551,gene/protein,RASD2,NCBI
33787,26223,gene/protein,FBXL21P,NCBI
33788,27115,gene/protein,PDE7B,NCBI
33789,27184,gene/protein,DISC2,NCBI
33790,27189,gene/protein,IL17C,NCBI
33791,27201,gene/protein,GPR78,NCBI
33792,30816,gene/protein,ERVW-1,NCBI
33793,51735,gene/protein,RAPGEF6,NCBI
33794,54659,gene/protein,UGT1A3,NCBI
33795,54719,gene/protein,RNANC,NCBI
33796,55206,gene/protein,SBNO1,NCBI
33797,55784,gene/protein,MCTP2,NCBI
33798,55808,gene/protein,ST6GALNAC1,NCBI
33799,55879,gene/protein,GABRQ,NCBI
33800,56301,gene/protein,SLC7A10,NCBI
33801,57576,gene/protein,KIF17,NCBI
33802,58510,gene/protein,PRODH2,NCBI
33803,59283,gene/protein,CACNG8,NCBI
33804,64067,gene/protein,NPAS3,NCBI
33805,64478,gene/protein,CSMD1,NCBI
33806,64850,gene/protein,ETNPPL,NCBI
33807,80312,gene/protein,TET1,NCBI
33808,81033,gene/protein,KCNH6,NCBI
33809,83999,gene/protein,KREMEN1,NCBI
33810,84539,gene/protein,MCHR2,NCBI
33811,84687,gene/protein,PPP1R9B,NCBI
33812,84952,gene/protein,CGNL1,NCBI
33813,86123,gene/protein,YWHAZP5,NCBI
33814,89781,gene/protein,HPS4,NCBI
33815,89832,gene/protein,CHRFAM7A,NCBI
33816,90141,gene/protein,EFCAB11,NCBI
33817,90952,gene/protein,ESAM,NCBI
33818,91752,gene/protein,ZNF804A,NCBI
33819,93663,gene/protein,ARHGAP18,NCBI
33820,114784,gene/protein,CSMD2,NCBI
33821,115111,gene/protein,SLC26A7,NCBI
33822,116369,gene/protein,SLC26A8,NCBI
33823,116443,gene/protein,GRIN3A,NCBI
33824,119749,gene/protein,OR4C46,NCBI
33825,131177,gene/protein,FAM3D,NCBI
33826,135152,gene/protein,B3GAT2,NCBI
33827,147657,gene/protein,ZNF480,NCBI
33828,147929,gene/protein,ZNF565,NCBI
33829,151295,gene/protein,SLC23A3,NCBI
33830,154664,gene/protein,ABCA13,NCBI
33831,166378,gene/protein,SPATA5,NCBI
33832,169166,gene/protein,SNX31,NCBI
33833,200909,gene/protein,HTR3D,NCBI
33834,200933,gene/protein,FBXO45,NCBI
33835,202333,gene/protein,CMYA5,NCBI
33836,219790,gene/protein,RTKN2,NCBI
33837,221393,gene/protein,ADGRF4,NCBI
33838,223117,gene/protein,SEMA3D,NCBI
33839,255101,gene/protein,CFAP65,NCBI
33840,255239,gene/protein,ANKK1,NCBI
33841,259173,gene/protein,ALS2CL,NCBI
33842,266553,gene/protein,OFCC1,NCBI
33843,266727,gene/protein,MDGA1,NCBI
33844,266743,gene/protein,NPAS4,NCBI
33845,267012,gene/protein,DAOA,NCBI
33846,282706,gene/protein,DAOA-AS1,NCBI
33847,284217,gene/protein,LAMA1,NCBI
33848,285242,gene/protein,HTR3E,NCBI
33849,339230,gene/protein,CCDC137,NCBI
33850,348327,gene/protein,ZNF530,NCBI
33851,387129,gene/protein,NPSR1,NCBI
33852,387509,gene/protein,GPR153,NCBI
33853,388552,gene/protein,BLOC1S3,NCBI
33854,400765,gene/protein,MIR137HG,NCBI
33855,406901,gene/protein,MIR107,NCBI
33856,406928,gene/protein,MIR137,NCBI
33857,406952,gene/protein,MIR17,NCBI
33858,406961,gene/protein,MIR185,NCBI
33859,406989,gene/protein,MIR206,NCBI
33860,407003,gene/protein,MIR219A2,NCBI
33861,407034,gene/protein,MIR30E,NCBI
33862,442721,gene/protein,LMOD2,NCBI
33863,442900,gene/protein,MIR326,NCBI
33864,442901,gene/protein,MIR328,NCBI
33865,442911,gene/protein,MIR346,NCBI
33866,449489,gene/protein,DFNB47,NCBI
33867,494331,gene/protein,MIR382,NCBI
33868,574451,gene/protein,MIR432,NCBI
33869,574456,gene/protein,MIR497,NCBI
33870,594857,gene/protein,NPS,NCBI
33871,619465,gene/protein,ERVK-8,NCBI
33872,641372,gene/protein,ACOT6,NCBI
33873,692200,gene/protein,SNORD103C,NCBI
33874,100131814,gene/protein,LINC00271,NCBI
33875,100137049,gene/protein,PLA2G4B,NCBI
33876,100188856,gene/protein,DEL22Q11.2,NCBI
33877,100302690,gene/protein,DLG2-AS1,NCBI
33878,100303453,gene/protein,TSNAX-DISC1,NCBI
33879,100616452,gene/protein,MIR2682,NCBI
33880,100616496,gene/protein,ERVW-4,NCBI
33881,27328,gene/protein,PCDH11X,NCBI
33882,54209,gene/protein,TREM2,NCBI
33883,124152,gene/protein,IQCK,NCBI
33884,406892,gene/protein,MIR100,NCBI
33885,406938,gene/protein,MIR146A,NCBI
33886,407022,gene/protein,MIR296,NCBI
33887,494324,gene/protein,MIR375,NCBI
33888,574508,gene/protein,MIR505,NCBI
33889,768218,gene/protein,MIR766,NCBI
33890,100126333,gene/protein,MIR708,NCBI
33891,100170222,gene/protein,SNAR-I,NCBI
33892,100500871,gene/protein,MIR3622B,NCBI
33893,100616367,gene/protein,MIR4467,NCBI
33894,28234,gene/protein,SLCO1B3,NCBI
33895,116844,gene/protein,LRG1,NCBI
33896,407008,gene/protein,MIR223,NCBI
33897,407054,gene/protein,MIR98,NCBI
33898,553158,gene/protein,PRR5-ARHGAP8,NCBI
33899,100507056,gene/protein,CCAT1,NCBI
33900,438,gene/protein,ASMT,NCBI
33901,1240,gene/protein,CMKLR1,NCBI
33902,1607,gene/protein,DGKB,NCBI
33903,2973,gene/protein,GTS,NCBI
33904,2996,gene/protein,GYPE,NCBI
33905,3776,gene/protein,KCNK2,NCBI
33906,4513,gene/protein,COX2,NCBI
33907,7349,gene/protein,UCN,NCBI
33908,8973,gene/protein,CHRNA6,NCBI
33909,26281,gene/protein,FGF20,NCBI
33910,51555,gene/protein,PEX5L,NCBI
33911,54738,gene/protein,FEV,NCBI
33912,80114,gene/protein,BICC1,NCBI
33913,3352,gene/protein,HTR1D,NCBI
33914,4397,gene/protein,MS,NCBI
33915,7038,gene/protein,TG,NCBI
33916,140947,gene/protein,DCANP1,NCBI
33917,319100,gene/protein,TAAR6,NCBI
33918,116085,gene/protein,SLC22A12,NCBI
33920,406891,gene/protein,MIRLET7I,NCBI
33921,406902,gene/protein,MIR10A,NCBI
33922,406906,gene/protein,MIR122,NCBI
33923,406932,gene/protein,MIR140,NCBI
33924,406935,gene/protein,MIR143,NCBI
33925,406940,gene/protein,MIR148A,NCBI
33926,406997,gene/protein,MIR215,NCBI
33927,407010,gene/protein,MIR23A,NCBI
33929,407029,gene/protein,MIR30A,NCBI
33931,407055,gene/protein,MIR99A,NCBI
33932,574447,gene/protein,MIR146B,NCBI
33933,120227,gene/protein,CYP2R1,NCBI
33934,407026,gene/protein,MIR29C,NCBI
33935,407030,gene/protein,MIR30B,NCBI
33938,442913,gene/protein,MIR376C,NCBI
33941,100126334,gene/protein,MIR885,NCBI
33943,6439,gene/protein,SFTPB,NCBI
33944,7367,gene/protein,UGT2B17,NCBI
33945,10863,gene/protein,ADAM28,NCBI
33946,29923,gene/protein,HILPDA,NCBI
33947,55259,gene/protein,CASC1,NCBI
33948,80157,gene/protein,CWH43,NCBI
33949,153090,gene/protein,DAB2IP,NCBI
33950,160492,gene/protein,LMNTD1,NCBI
33951,253260,gene/protein,RICTOR,NCBI
33952,253650,gene/protein,ANKRD18A,NCBI
33953,400931,gene/protein,MIRLET7BHG,NCBI
33954,406914,gene/protein,MIR127,NCBI
33955,406927,gene/protein,MIR136,NCBI
33956,406946,gene/protein,MIR154,NCBI
33957,406968,gene/protein,MIR193A,NCBI
33958,407007,gene/protein,MIR222,NCBI
33959,407009,gene/protein,MIR224,NCBI
33960,407035,gene/protein,MIR31,NCBI
33961,407041,gene/protein,MIR34B,NCBI
33962,407042,gene/protein,MIR34C,NCBI
33963,442896,gene/protein,MIR302D,NCBI
33964,442914,gene/protein,MIR369,NCBI
33965,442915,gene/protein,MIR370,NCBI
33966,541471,gene/protein,MIR4435-2HG,NCBI
33967,574413,gene/protein,MIR409,NCBI
33968,574434,gene/protein,MIR410,NCBI
33969,574445,gene/protein,MIR511,NCBI
33970,574452,gene/protein,MIR494,NCBI
33971,664616,gene/protein,MIR487B,NCBI
33972,100126327,gene/protein,MIR938,NCBI
33973,8547,gene/protein,FCN3,NCBI
33974,9920,gene/protein,KBTBD11,NCBI
33975,10990,gene/protein,LILRB5,NCBI
33976,11093,gene/protein,ADAMTS13,NCBI
33977,25891,gene/protein,PAMR1,NCBI
33978,27085,gene/protein,MTBP,NCBI
33979,51085,gene/protein,MLXIPL,NCBI
33980,51266,gene/protein,CLEC1B,NCBI
33981,55576,gene/protein,STAB2,NCBI
33982,56892,gene/protein,TCIM,NCBI
33983,57125,gene/protein,PLXDC1,NCBI
33984,57512,gene/protein,GPR158,NCBI
33985,57733,gene/protein,GBA3,NCBI
33986,79574,gene/protein,EPS8L3,NCBI
